Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,NewBed,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea
10/23 Baxter St,3058,Coburg,Northern Metropolitan,Moreland,u,241000,Nelson,S,2016-08-28,2016,8,1,1.0,False,1.0,False,7.8,0,1,62.0
35 Campbell St,3058,Coburg,Northern Metropolitan,Moreland,h,1331000,Jellis,S,2016-08-28,2016,8,3,2.0,False,2.0,False,7.8,394,0,
40 Elizabeth St,3058,Coburg,Northern Metropolitan,Moreland,h,1007000,Brad,SP,2016-08-28,2016,8,1,2.0,False,0.0,False,7.8,807,0,1.0
29 Hardwick St,3058,Coburg,Northern Metropolitan,Moreland,h,981000,Nelson,S,2016-08-28,2016,8,2,1.0,False,1.0,False,7.8,263,0,114.0
18 Industry La,3058,Coburg,Northern Metropolitan,Moreland,t,570000,Peter,S,2016-08-28,2016,8,2,1.0,False,1.0,False,7.8,0,1,86.0
1/38 Victoria St,3058,Coburg,Northern Metropolitan,Moreland,h,500000,Nelson,S,2016-08-28,2016,8,2,1.0,False,1.0,False,7.8,113,0,70.0
12 Geake St,3058,Coburg,Northern Metropolitan,Moreland,h,830000,Ray,PI,2016-07-30,2016,7,3,2.0,False,0.0,False,7.8,559,0,
136 Gordon St,3058,Coburg,Northern Metropolitan,Moreland,h,1194500,hockingstuart,S,2016-07-30,2016,7,2,1.0,False,2.0,False,7.8,537,0,
44 Quarry Cct,3058,Coburg,Northern Metropolitan,Moreland,u,425000,Ray,S,2016-07-30,2016,7,2,2.0,False,1.0,False,7.8,0,1,
133 Rennie St,3058,Coburg,Northern Metropolitan,Moreland,h,645000,Jellis,SP,2016-07-30,2016,7,2,1.0,False,1.0,False,7.8,702,0,
38B Livingstone St,3058,Coburg North,Northern Metropolitan,Moreland,h,895000,Nelson,S,2016-12-03,2016,12,4,2.0,False,2.0,False,9.2,661,0,
15 Ronald St,3058,Coburg North,Northern Metropolitan,Moreland,h,655000,hockingstuart,SP,2016-12-03,2016,12,3,1.0,False,0.0,False,9.2,404,0,98.0
3/1 Headley St,3058,Coburg North,Northern Metropolitan,Moreland,t,631000,McGrath,S,2017-03-04,2017,3,3,1.0,False,1.0,False,9.2,178,0,120.0
5/1 Headley St,3058,Coburg North,Northern Metropolitan,Moreland,t,600000,McGrath,S,2017-03-04,2017,3,2,1.0,False,1.0,False,9.2,145,0,105.0
24 Newlands Rd,3058,Coburg North,Northern Metropolitan,Moreland,h,820000,Brad,SP,2017-03-04,2017,3,4,1.0,False,3.0,False,9.2,498,0,
4 Pixel Cct,3058,Coburg North,Northern Metropolitan,Moreland,h,715000,hockingstuart,SP,2017-03-04,2017,3,3,2.0,False,2.0,False,9.2,173,0,120.0
53 Ronald St,3058,Coburg North,Northern Metropolitan,Moreland,h,735000,Barry,SP,2017-03-04,2017,3,3,1.0,False,1.0,False,9.2,427,0,
27 McMahons Rd,3058,Coburg North,Northern Metropolitan,Moreland,h,864000,Nelson,S,2016-06-04,2016,6,3,1.0,False,2.0,False,9.2,565,0,115.0
7 Manly Ct,3058,Coburg North,Northern Metropolitan,Moreland,h,700000,Nelson,S,2016-05-07,2016,5,3,1.0,False,2.0,False,9.2,626,0,108.0
199 Elizabeth St,3058,Coburg North,Northern Metropolitan,Moreland,h,735000,Nelson,SP,2016-11-07,2016,11,4,2.0,False,2.0,False,9.2,302,0,
2b Rollo St,3058,Coburg North,Northern Metropolitan,Moreland,t,591000,Nelson,S,2016-11-07,2016,11,2,1.0,False,1.0,False,9.2,0,1,86.0
17 Mathieson St,3058,Coburg North,Northern Metropolitan,Moreland,h,860000,Nelson,S,2016-10-08,2016,10,2,1.0,False,3.0,False,9.2,586,0,145.0
4 Sharp Gr,3058,Coburg North,Northern Metropolitan,Moreland,h,765000,Love,S,2016-10-08,2016,10,2,1.0,False,2.0,False,9.2,563,0,116.0
13 Pixel Cct,3058,Coburg North,Northern Metropolitan,Moreland,h,625000,Nelson,S,2016-09-10,2016,9,3,1.0,False,2.0,False,9.2,104,0,138.0
1 Boyne St,3058,Coburg North,Northern Metropolitan,Moreland,h,745000,Raine,SP,2016-12-10,2016,12,2,1.0,False,3.0,False,9.2,526,0,90.0
19A Tilley St,3058,Coburg North,Northern Metropolitan,Moreland,h,1050000,Jellis,PI,2016-12-10,2016,12,4,3.0,False,2.0,False,9.2,501,0,258.0
23 Goleen St,3058,Coburg North,Northern Metropolitan,Moreland,h,782000,Barry,S,2017-03-11,2017,3,3,1.0,False,3.0,False,9.2,576,0,
17 Convent Ct,3058,Coburg North,Northern Metropolitan,Moreland,h,935000,First,S,2016-11-12,2016,11,2,1.0,False,2.0,False,9.2,833,0,107.0
9 Marama St,3058,Coburg North,Northern Metropolitan,Moreland,h,1009000,Ray,S,2016-11-12,2016,11,4,1.0,False,2.0,False,9.2,590,0,
1 McDonnell Rd,3058,Coburg North,Northern Metropolitan,Moreland,h,820000,Nelson,SP,2016-11-12,2016,11,2,1.0,False,4.0,False,9.2,629,0,120.0
5 Rollo St,3058,Coburg North,Northern Metropolitan,Moreland,h,780000,Nelson,S,2016-11-12,2016,11,3,1.0,False,2.0,False,9.2,307,0,96.0
25 Williams Rd,3058,Coburg North,Northern Metropolitan,Moreland,h,707000,Brad,S,2016-08-13,2016,8,3,2.0,False,3.0,False,9.2,556,0,129.0
16 Smith St,3058,Coburg North,Northern Metropolitan,Moreland,h,772000,Nelson,S,2016-10-15,2016,10,3,1.0,False,1.0,False,9.2,367,0,
47 Boyne St,3058,Coburg North,Northern Metropolitan,Moreland,h,745000,Raine,S,2017-03-18,2017,3,3,1.0,False,3.0,False,9.2,473,0,
2/26 Renown St,3058,Coburg North,Northern Metropolitan,Moreland,u,532500,Brad,S,2017-03-18,2017,3,2,1.0,False,1.0,False,9.2,168,0,
18 Ronald St,3058,Coburg North,Northern Metropolitan,Moreland,h,750000,hockingstuart,S,2017-03-18,2017,3,3,2.0,False,2.0,False,9.2,310,0,
3 Aperture St,3058,Coburg North,Northern Metropolitan,Moreland,h,815000,Ray,S,2016-06-18,2016,6,3,2.0,False,2.0,False,9.2,376,0,
127 Elizabeth St,3058,Coburg North,Northern Metropolitan,Moreland,h,637000,Brad,S,2016-06-18,2016,6,3,1.0,False,4.0,False,9.2,498,0,97.0
143 Elizabeth St,3058,Coburg North,Northern Metropolitan,Moreland,h,950000,hockingstuart,S,2016-06-18,2016,6,4,2.0,False,2.0,False,9.2,298,0,231.0
2 Headley St,3058,Coburg North,Northern Metropolitan,Moreland,h,780000,hockingstuart,S,2016-06-18,2016,6,3,1.0,False,2.0,False,9.2,677,0,
3 Golf Rd,3058,Coburg North,Northern Metropolitan,Moreland,h,860000,Jellis,PI,2016-11-19,2016,11,3,2.0,False,3.0,False,9.2,472,0,134.0
27 Snapshot Dr,3058,Coburg North,Northern Metropolitan,Moreland,h,1172000,Ray,S,2016-11-19,2016,11,5,3.0,False,2.0,False,9.2,425,0,37.0
67 Boundary Rd,3058,Coburg North,Northern Metropolitan,Moreland,h,530000,Raine,S,2016-08-22,2016,8,2,1.0,False,1.0,False,9.2,332,0,
203b Elizabeth St,3058,Coburg North,Northern Metropolitan,Moreland,t,570000,Ray,S,2016-04-23,2016,4,2,2.0,False,2.0,False,9.2,186,0,
146 Elizabeth St,3058,Coburg North,Northern Metropolitan,Moreland,h,2000000,Ray,S,2016-09-24,2016,9,3,1.0,False,1.0,False,9.2,973,0,
64 Elizabeth St,3058,Coburg North,Northern Metropolitan,Darebin,h,650000,Barry,SP,2017-02-25,2017,2,3,1.0,False,1.0,False,9.2,407,0,95.0
24 Norris St,3058,Coburg North,Northern Metropolitan,Moreland,h,792000,Jellis,SP,2016-07-26,2016,7,4,2.0,False,1.0,False,9.2,320,0,131.0
45 Shorts Rd,3058,Coburg North,Northern Metropolitan,Moreland,h,720000,Nelson,S,2016-07-26,2016,7,3,1.0,False,2.0,False,9.2,499,0,105.0
2 Carr St,3058,Coburg North,Northern Metropolitan,Moreland,h,970000,Jellis,S,2016-11-27,2016,11,3,1.0,False,2.0,False,9.2,575,0,129.0
69 Hotham St,3066,Collingwood,Northern Metropolitan,Yarra,t,750000,Jellis,S,2016-09-03,2016,9,2,1.0,False,1.0,False,1.6,115,0,
130 Keele St,3066,Collingwood,Northern Metropolitan,Yarra,h,890000,LITTLE,S,2016-09-03,2016,9,2,1.0,False,1.0,False,1.6,178,0,70.0
10/79 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,1260000,Jellis,S,2016-09-03,2016,9,2,1.0,False,1.0,False,1.6,0,1,129.0
20 Hotham St,3066,Collingwood,Northern Metropolitan,Yarra,h,1260000,Jellis,S,2016-12-03,2016,12,3,1.0,False,0.0,False,1.6,167,0,
65B Hotham St,3066,Collingwood,Northern Metropolitan,Yarra,h,1320000,Nelson,S,2017-03-04,2017,3,2,2.0,False,1.0,False,1.6,0,1,
93 Hotham St,3066,Collingwood,Northern Metropolitan,Yarra,h,1430000,Jellis,S,2017-03-04,2017,3,2,1.0,False,0.0,False,1.6,231,0,
15/18 Islington St,3066,Collingwood,Northern Metropolitan,Yarra,t,1125000,Nelson,SP,2017-03-04,2017,3,3,2.0,False,2.0,False,1.6,0,1,151.0
6/78 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,910000,Jellis,S,2017-03-04,2017,3,2,1.0,False,1.0,False,1.6,0,1,97.0
9/22 Stanley St,3066,Collingwood,Northern Metropolitan,Yarra,u,452000,Jellis,SP,2017-03-04,2017,3,1,1.0,False,1.0,False,1.6,816,0,53.0
20 Emma St,3066,Collingwood,Northern Metropolitan,Yarra,h,1015000,Nelson,S,2016-10-08,2016,10,2,1.0,False,0.0,False,1.6,117,0,
307/11 Hoddle St,3066,Collingwood,Northern Metropolitan,Yarra,u,372000,Woodards,SP,2016-10-08,2016,10,1,1.0,False,1.0,False,1.6,0,1,65.0
5/77 Little Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,1326000,Nelson,S,2016-10-08,2016,10,3,2.0,False,1.0,False,1.6,0,1,190.0
130 Perry St,3066,Collingwood,Northern Metropolitan,Yarra,t,910000,Jellis,S,2016-09-10,2016,9,3,1.0,False,1.0,False,1.6,171,0,
1/79 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,h,1230000,Jellis,S,2017-02-11,2017,2,2,2.0,False,1.0,False,1.6,0,1,153.0
382 Wellington St,3066,Collingwood,Northern Metropolitan,Yarra,h,855000,Jellis,S,2016-11-12,2016,11,2,1.0,False,0.0,False,1.6,130,0,80.0
4/13 Alexander St,3066,Collingwood,Northern Metropolitan,Yarra,u,457000,Jellis,S,2016-08-13,2016,8,1,1.0,False,1.0,False,1.6,406,0,49.0
1/60 Budd St,3066,Collingwood,Northern Metropolitan,Yarra,t,897500,Jellis,S,2016-05-14,2016,5,3,2.0,False,1.0,False,1.6,82,0,82.0
27/78 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,865000,Biggin,PI,2016-05-14,2016,5,2,2.0,False,1.0,False,1.6,0,1,
82 Sackville St,3066,Collingwood,Northern Metropolitan,Yarra,h,1265000,Jellis,S,2016-05-14,2016,5,2,1.0,False,1.0,False,1.6,282,0,112.0
18 Derby St,3066,Collingwood,Northern Metropolitan,Yarra,h,1260000,Peter,S,2016-10-15,2016,10,2,1.0,False,2.0,False,1.6,116,0,
84 Budd St,3066,Collingwood,Northern Metropolitan,Yarra,h,1075000,hockingstuart,S,2016-04-16,2016,4,3,1.0,False,0.0,False,1.6,183,0,104.0
38/99 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,1470000,Nelson,S,2016-04-16,2016,4,3,2.0,False,2.0,False,1.6,0,1,
2/13 Alexander St,3066,Collingwood,Northern Metropolitan,Yarra,u,366000,Woodards,S,2016-07-16,2016,7,1,1.0,False,1.0,False,1.6,0,1,44.0
15/78 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,461000,Jellis,SP,2016-07-16,2016,7,1,1.0,False,1.0,False,1.6,0,1,
6 Forest St,3066,Collingwood,Northern Metropolitan,Yarra,h,981000,Jellis,S,2016-09-17,2016,9,2,1.0,False,0.0,False,1.6,188,0,107.0
10/76 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,683000,Biggin,S,2016-09-17,2016,9,2,1.0,False,1.0,False,1.6,0,1,92.0
98 Hotham St,3066,Collingwood,Northern Metropolitan,Yarra,h,1470000,Jellis,S,2017-03-18,2017,3,3,2.0,False,0.0,False,1.6,150,0,
182 Keele St,3066,Collingwood,Northern Metropolitan,Yarra,h,670000,Jellis,S,2017-03-18,2017,3,2,1.0,False,0.0,False,1.6,118,0,
107/10 Stanley St,3066,Collingwood,Northern Metropolitan,Yarra,u,430000,Jellis,VB,2017-03-18,2017,3,1,1.0,False,1.0,False,1.6,0,1,52.0
5/22 Stanley St,3066,Collingwood,Northern Metropolitan,Yarra,u,515000,Peter,S,2017-03-18,2017,3,2,1.0,False,1.0,False,1.6,816,0,
5 Charlotte St,3066,Collingwood,Northern Metropolitan,Yarra,h,1000000,Peter,SP,2016-11-19,2016,11,2,1.0,False,2.0,False,1.6,159,0,86.0
2/60 Budd St,3066,Collingwood,Northern Metropolitan,Yarra,t,887500,Peter,S,2016-05-22,2016,5,3,2.0,False,1.0,False,1.6,81,0,82.0
10/30 Mater St,3066,Collingwood,Northern Metropolitan,Yarra,u,713500,Jellis,S,2016-08-22,2016,8,2,2.0,False,1.0,False,1.6,1060,0,88.0
8/79 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,1500000,Jellis,S,2016-08-22,2016,8,2,2.0,False,2.0,False,1.6,0,1,159.0
5/61 Little Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,672000,Jellis,S,2016-09-24,2016,9,2,1.0,False,1.0,False,1.6,0,1,60.0
31/78 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,1215000,Jellis,S,2016-09-24,2016,9,2,2.0,False,1.0,False,1.6,0,1,
8/115 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,800000,Nelson,VB,2017-02-25,2017,2,2,1.0,False,1.0,False,1.6,0,1,91.0
12/120 Cambridge St,3066,Collingwood,Northern Metropolitan,Yarra,u,1645000,Nelson,S,2016-05-28,2016,5,2,1.0,False,3.0,False,1.6,0,1,2.0
8/122 Sackville St,3066,Collingwood,Northern Metropolitan,Yarra,u,450000,Biggin,S,2016-05-28,2016,5,2,1.0,False,1.0,False,1.6,0,1,
29/78 Oxford St,3066,Collingwood,Northern Metropolitan,Yarra,u,860000,Jellis,PI,2016-07-30,2016,7,2,2.0,False,1.0,False,1.6,0,1,114.0
329 George St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1924500,Barry,S,2016-09-03,2016,9,4,4.0,False,2.0,False,13.9,1157,0,
2/20 Wetherby Rd,3108,Doncaster,Eastern Metropolitan,Manningham,u,492500,Barry,S,2016-09-03,2016,9,2,1.0,False,1.0,False,13.9,65,0,
5 Boyd St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1403000,Barry,S,2016-12-03,2016,12,3,1.0,False,4.0,False,13.9,727,0,123.0
20 Finlayson St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1408000,Jellis,S,2016-12-03,2016,12,4,2.0,False,0.0,False,13.9,725,0,
39 Frederick St,3108,Doncaster,Eastern Metropolitan,Manningham,t,855000,Barry,S,2016-12-03,2016,12,4,2.0,False,2.0,False,13.9,242,0,
19 Hanke Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1450000,Barry,PI,2016-12-03,2016,12,3,1.0,False,1.0,False,13.9,638,0,115.0
47 Roseland Gr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1461800,Jellis,SP,2016-12-03,2016,12,5,2.0,False,2.0,False,13.9,660,0,
33 Thiele St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1396000,Barry,S,2016-12-03,2016,12,4,1.0,False,2.0,False,13.9,658,0,138.0
12 Murillo Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1535000,Ray,PI,2017-03-04,2017,3,5,3.0,False,2.0,False,13.9,681,0,
2 Nola St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1125000,hockingstuart,VB,2017-03-04,2017,3,3,2.0,False,2.0,False,13.9,819,0,173.0
8/3 Carnarvon St,3108,Doncaster,Eastern Metropolitan,Manningham,u,700000,Barry,PI,2016-06-04,2016,6,3,2.0,False,2.0,False,13.9,0,1,119.0
1a Morris St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1152000,Jellis,S,2016-08-06,2016,8,4,2.0,False,2.0,False,13.9,336,0,176.0
5 Arnold Gr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1868000,hockingstuart,S,2016-05-07,2016,5,3,2.0,False,2.0,False,13.9,925,0,218.0
72 Board St,3108,Doncaster,Eastern Metropolitan,Manningham,h,920000,Ray,PI,2016-05-07,2016,5,3,3.0,False,3.0,False,13.9,655,0,
22 Saxon St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1050000,Barry,PI,2016-05-07,2016,5,4,2.0,False,2.0,False,13.9,317,0,194.0
3/37 Highview Dr,3108,Doncaster,Eastern Metropolitan,Manningham,u,910000,Barry,S,2016-11-07,2016,11,3,2.0,False,2.0,False,13.9,299,0,135.0
3 Maralee Pl,3108,Doncaster,Eastern Metropolitan,Manningham,h,1850000,Jellis,S,2016-11-07,2016,11,3,1.0,False,2.0,False,13.9,1073,0,143.0
41 Pettys La,3108,Doncaster,Eastern Metropolitan,Manningham,h,1225000,Ray,S,2016-11-07,2016,11,4,3.0,False,2.0,False,13.9,740,0,185.0
33 Somerville St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1316000,Jellis,S,2016-11-07,2016,11,4,2.0,False,2.0,False,13.9,716,0,155.0
6/14 Firth St,3108,Doncaster,Eastern Metropolitan,Manningham,u,400000,Ross,VB,2016-10-08,2016,10,2,1.0,False,2.0,False,13.9,0,1,
36 Henry St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1400000,Jellis,S,2016-10-08,2016,10,5,3.0,False,2.0,False,13.9,656,0,320.0
49 Burgundy Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,2168000,Barry,S,2016-09-10,2016,9,5,5.0,False,2.0,False,13.9,669,0,395.0
35 Bordeaux St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1430000,Jellis,S,2016-12-10,2016,12,4,2.0,False,2.0,False,13.9,655,0,170.0
4 Colston Cl,3108,Doncaster,Eastern Metropolitan,Manningham,h,1250000,Barry,PI,2016-12-10,2016,12,4,2.0,False,2.0,False,13.9,780,0,
5/333 George St,3108,Doncaster,Eastern Metropolitan,Manningham,u,772000,Barry,S,2016-12-10,2016,12,3,2.0,False,1.0,False,13.9,203,0,109.0
1 Graeme Cl,3108,Doncaster,Eastern Metropolitan,Manningham,h,2000000,Barry,S,2016-12-10,2016,12,4,3.0,False,2.0,False,13.9,507,0,
10 Hampshire Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1300000,Barry,S,2017-03-11,2017,3,3,1.0,False,2.0,False,13.9,657,0,
28 Dunoon St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1468000,Ray,S,2016-11-12,2016,11,4,2.0,False,2.0,False,13.9,806,0,170.0
9 Gilmore Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1275000,Barry,PI,2016-11-12,2016,11,3,1.0,False,1.0,False,13.9,720,0,
2 Ibis St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1200000,ASL,S,2016-11-12,2016,11,4,1.0,False,2.0,False,13.9,657,0,
3/36 Westfield Dr,3108,Doncaster,Eastern Metropolitan,Manningham,u,655000,Jellis,SP,2016-11-12,2016,11,3,2.0,False,2.0,False,13.9,0,1,
41 Highview Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1310000,Darren,S,2016-08-13,2016,8,3,1.0,False,2.0,False,13.9,1157,0,
1/10 Madeleine St,3108,Doncaster,Eastern Metropolitan,Manningham,u,753000,Barry,S,2016-08-13,2016,8,3,1.0,False,1.0,False,13.9,241,0,105.0
170 Ayr St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1250000,Fletchers,SP,2016-05-14,2016,5,4,2.0,False,3.0,False,13.9,767,0,
768 Elgar Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1140000,Barry,S,2016-05-14,2016,5,2,1.0,False,1.0,False,13.9,679,0,
41 Burgundy Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1180000,Barry,S,2016-10-15,2016,10,3,1.0,False,2.0,False,13.9,657,0,
18c High St,3108,Doncaster,Eastern Metropolitan,Manningham,t,746000,hockingstuart,S,2016-10-15,2016,10,3,2.0,False,2.0,False,13.9,118,0,106.0
19 Gilmore Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1485000,Barry,S,2016-04-16,2016,4,3,2.0,False,2.0,False,13.9,731,0,140.0
22 Menarra St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1190000,Ray,S,2016-04-16,2016,4,3,1.0,False,1.0,False,13.9,658,0,140.0
31 Massey St,3108,Doncaster,Eastern Metropolitan,Manningham,h,900000,Ray,PI,2016-07-16,2016,7,2,2.0,False,2.0,False,13.9,366,0,150.0
4 Benton Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1250000,Jellis,PI,2016-09-17,2016,9,3,2.0,False,1.0,False,13.9,728,0,150.0
2 Louise Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1030000,Ray,S,2016-09-17,2016,9,3,1.0,False,1.0,False,13.9,827,0,100.0
4/98 Church Rd,3108,Doncaster,Eastern Metropolitan,Manningham,t,985000,Fletchers,S,2017-03-18,2017,3,4,2.0,False,2.0,False,13.9,182,0,160.0
15 Glenda St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1300000,Jellis,S,2017-03-18,2017,3,3,1.0,False,2.0,False,13.9,651,0,119.0
1/1 Paul St,3108,Doncaster,Eastern Metropolitan,Manningham,u,522500,Noel,S,2016-06-18,2016,6,2,1.0,False,1.0,False,13.9,145,0,
6 Santiago St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1510000,Barry,PI,2016-06-18,2016,6,4,2.0,False,2.0,False,13.9,659,0,
42 Studley Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1460000,Parkes,SP,2016-06-18,2016,6,4,2.0,False,2.0,False,13.9,840,0,
30 Winbrook Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,958000,Parkes,S,2016-06-18,2016,6,3,2.0,False,2.0,False,13.9,0,1,
46 Winston Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1462500,Philip,S,2016-06-18,2016,6,4,3.0,False,2.0,False,13.9,654,0,160.0
35 Bellara St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1430000,Barry,S,2016-11-19,2016,11,3,1.0,False,2.0,False,13.9,811,0,
33 Finlayson St,3108,Doncaster,Eastern Metropolitan,Manningham,t,1350000,Barry,PI,2016-11-19,2016,11,4,3.0,False,2.0,False,13.9,711,0,
24 Outlook Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1250000,Fletchers,PI,2016-11-19,2016,11,3,2.0,False,2.0,False,13.9,900,0,195.0
7 Reddan Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1460800,Jellis,SP,2016-11-19,2016,11,4,3.0,False,2.0,False,13.9,654,0,305.0
18 Roseland Gr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1152500,Barry,S,2016-11-19,2016,11,3,2.0,False,2.0,False,13.9,648,0,129.0
5 Iskandar Pl,3108,Doncaster,Eastern Metropolitan,Manningham,h,1650000,Jellis,VB,2016-05-22,2016,5,5,4.0,False,2.0,False,13.9,500,0,429.0
9 Ernst St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1474000,Barry,S,2016-08-22,2016,8,3,2.0,False,2.0,False,13.9,753,0,
3/6 Hepburn Rd,3108,Doncaster,Eastern Metropolitan,Manningham,u,800000,Barry,PI,2016-08-22,2016,8,3,2.0,False,2.0,False,13.9,267,0,
741 Elgar Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1391000,Ray,S,2016-04-23,2016,4,3,1.0,False,1.0,False,13.9,764,0,175.0
4/20 Wetherby Rd,3108,Doncaster,Eastern Metropolitan,Manningham,u,452000,Parkes,S,2016-04-23,2016,4,2,1.0,False,1.0,False,13.9,67,0,68.0
5 Warren St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1322000,Jellis,S,2016-09-24,2016,9,5,1.0,False,0.0,False,13.9,729,0,
3/103 Church Rd,3108,Doncaster,Eastern Metropolitan,Manningham,t,1102200,Jellis,SP,2017-02-25,2017,2,3,2.0,False,2.0,False,13.9,233,0,175.0
378 Manningham Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1401000,RW,S,2017-02-25,2017,2,4,3.0,False,2.0,False,13.9,650,0,261.0
5 Robin Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1782000,Barry,S,2017-02-25,2017,2,4,3.0,False,3.0,False,13.9,586,0,306.0
1/21 Nola St,3108,Doncaster,Eastern Metropolitan,Manningham,u,735000,Ray,S,2016-07-26,2016,7,3,1.0,False,1.0,False,13.9,302,0,
12 Norfolk Cct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1520000,Barry,S,2016-07-26,2016,7,4,3.0,False,2.0,False,13.9,657,0,275.0
4 Bellara St,3108,Doncaster,Eastern Metropolitan,Manningham,h,990000,Barry,S,2016-06-27,2016,6,2,1.0,False,1.0,False,13.9,746,0,
16 Katrina St,3108,Doncaster,Eastern Metropolitan,Manningham,h,1020000,hockingstuart,PI,2016-06-27,2016,6,3,1.0,False,2.0,False,13.9,725,0,
13b Outlook Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,878000,Barry,S,2016-06-27,2016,6,3,2.0,False,2.0,False,13.9,0,1,163.0
3/11 Frank St,3108,Doncaster,Eastern Metropolitan,Manningham,t,973500,Ray,S,2016-11-27,2016,11,4,2.0,False,2.0,False,13.9,234,0,160.0
183a High St,3108,Doncaster,Eastern Metropolitan,Manningham,u,751800,Jellis,SP,2016-11-27,2016,11,3,1.0,False,2.0,False,13.9,109,0,120.0
8 Howard Ct,3108,Doncaster,Eastern Metropolitan,Manningham,h,1100000,Vic,VB,2016-11-27,2016,11,3,2.0,False,2.0,False,13.9,771,0,169.0
394 Manningham Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,1202000,Barry,S,2016-11-27,2016,11,3,2.0,False,2.0,False,13.9,649,0,150.0
25 Outlook Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1362000,Philip,S,2016-11-27,2016,11,3,1.0,False,2.0,False,13.9,798,0,132.0
7 Botanic Dr,3108,Doncaster,Eastern Metropolitan,Manningham,h,1810000,Jellis,S,2016-05-28,2016,5,4,2.0,False,4.0,False,13.9,769,0,240.0
34 Ayr St,3108,Doncaster,Eastern Metropolitan,Manningham,h,826000,Assisi,S,2016-08-28,2016,8,3,1.0,False,4.0,False,13.9,192,0,278.0
1 Crawford Rd,3108,Doncaster,Eastern Metropolitan,Manningham,h,900000,Barry,S,2016-08-28,2016,8,3,3.0,False,2.0,False,13.9,385,0,
2 Eildon St,3108,Doncaster,Eastern Metropolitan,Manningham,t,888000,Jellis,S,2016-08-28,2016,8,3,2.0,False,1.0,False,13.9,192,0,
6 Ashby Gr,3084,Eaglemont,Eastern Metropolitan,Banyule,h,1901000,Nelson,S,2016-09-10,2016,9,3,2.0,False,2.0,False,10.3,963,0,225.0
