Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,Bedroom,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea,BuildingArea_was_missing
7/14 Rae St,3068,Fitzroy North,Northern Metropolitan,Yarra,u,358500,Jellis,SP,2017-03-04,2017,3,1,1.0,False,1.0,False,3.5,0,1,40.0,False
24 Taylor St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1000000,Nelson,VB,2017-03-04,2017,3,3,1.0,False,0.0,False,3.5,249,0,121.0,True
51 Rae St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,770000,Nicholson,SA,2016-06-04,2016,6,2,2.0,False,1.0,False,3.5,134,0,151.0,False
92 Scotchmer St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1008000,LITTLE,S,2016-08-06,2016,8,2,1.0,False,1.0,False,3.5,150,0,77.0,False
5/35 Jamieson St,3068,Fitzroy North,Northern Metropolitan,Yarra,t,1015000,Collins,S,2016-10-08,2016,10,3,2.0,False,1.0,False,3.5,112,0,145.0,False
780 Brunswick St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1371000,Nelson,S,2016-09-10,2016,9,2,1.0,False,1.0,False,3.5,197,0,128.0,False
1/180 Queens Pde,3068,Fitzroy North,Northern Metropolitan,Yarra,t,1054000,Chambers,S,2016-09-10,2016,9,2,2.0,False,1.0,False,3.5,0,1,95.0,True
24 Apperley St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1055000,Harrington,S,2016-12-10,2016,12,2,1.0,False,0.0,False,3.5,122,0,83.0,True
605/4 Bik La,3068,Fitzroy North,Northern Metropolitan,Yarra,u,720000,Woodards,S,2016-12-10,2016,12,2,2.0,False,1.0,False,3.5,0,1,85.0,True
201A Clauscen St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1286000,Holland,S,2016-12-10,2016,12,3,1.0,False,0.0,False,3.5,275,0,116.0,False
11 Freeman St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1655000,Nelson,S,2016-12-10,2016,12,3,1.0,False,0.0,False,3.5,176,0,118.0,True
373 Rae St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1181000,Nelson,S,2016-12-10,2016,12,2,1.0,False,1.0,False,3.5,148,0,87.0,True
26 Scotchmer St,3068,Fitzroy North,Northern Metropolitan,Yarra,t,1600000,Jellis,VB,2016-12-10,2016,12,3,3.0,False,1.0,False,3.5,188,0,129.0,False
28 Percy St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,990000,Nelson,S,2016-06-12,2016,6,2,1.0,False,0.0,False,3.5,145,0,87.0,True
74 Barkly St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1950000,Nelson,S,2016-05-14,2016,5,4,2.0,False,2.0,False,3.5,233,0,216.0,False
70 Park St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1785000,Nelson,S,2016-05-14,2016,5,4,2.0,False,1.0,False,3.5,188,0,165.0,False
10 Delbridge St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1315000,Jellis,S,2016-10-15,2016,10,2,1.0,False,0.0,False,3.5,143,0,86.0,True
2 Scotchmer St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1210000,Nelson,S,2016-10-15,2016,10,2,1.0,False,1.0,False,3.5,223,0,118.0,False
111 Best St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1275000,Nelson,SP,2016-04-16,2016,4,3,2.0,False,1.0,False,3.5,104,0,110.0,False
282 Glenlyon Rd,3068,Fitzroy North,Northern Metropolitan,Moreland,h,1141000,Nelson,S,2016-04-16,2016,4,2,1.0,False,1.0,False,3.5,378,0,100.0,True
24 Batman St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1255000,Harrington,S,2017-03-18,2017,3,2,1.0,False,0.0,False,3.5,148,0,86.0,True
83 Best St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1700000,Nelson,VB,2017-03-18,2017,3,3,2.0,False,1.0,False,3.5,240,0,175.0,True
35 Birkenhead St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1290000,Chambers,S,2017-03-18,2017,3,2,1.0,False,0.0,False,3.5,136,0,92.0,False
8/3 Miller St,3068,Fitzroy North,Northern Metropolitan,Yarra,t,750000,Woodards,S,2017-03-18,2017,3,2,2.0,False,2.0,False,3.5,0,1,95.0,False
9/222 Queens Pde,3068,Fitzroy North,Northern Metropolitan,Yarra,u,674000,Chambers,S,2017-03-18,2017,3,3,1.0,False,1.0,False,3.5,0,1,109.0,True
23/86 Queens Pde,3068,Fitzroy North,Northern Metropolitan,Yarra,u,675000,Nelson,SP,2017-03-18,2017,3,2,1.0,False,2.0,False,3.5,0,1,92.0,False
44 Reid St,3068,Fitzroy North,Northern Metropolitan,Yarra,t,1700000,Jellis,VB,2017-03-18,2017,3,4,3.0,False,2.0,False,3.5,127,0,209.0,False
30 Eastham St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,875000,Jellis,S,2016-06-18,2016,6,2,1.0,False,0.0,False,3.5,106,0,78.0,True
3 Curtain Pl,3068,Fitzroy North,Northern Metropolitan,Yarra,t,1080000,Jellis,S,2016-11-19,2016,11,3,2.0,False,1.0,False,3.5,77,0,133.0,False
14 Falconer St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1851000,Nelson,S,2016-11-19,2016,11,3,1.0,False,1.0,False,3.5,225,0,118.0,True
273 Glenlyon Rd,3068,Fitzroy North,Northern Metropolitan,Moreland,h,1222500,Chambers,S,2016-11-19,2016,11,2,1.0,False,2.0,False,3.5,487,0,105.0,False
8/54 Kneen St,3068,Fitzroy North,Northern Metropolitan,Yarra,u,330000,Jellis,VB,2016-11-19,2016,11,1,1.0,False,1.0,False,3.5,0,1,51.0,True
13 Seacombe St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1232000,Jellis,S,2016-11-19,2016,11,2,1.0,False,0.0,False,3.5,0,1,77.0,True
21 Reid St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,899000,Jellis,S,2016-05-22,2016,5,1,1.0,False,0.0,False,3.5,153,0,77.0,True
179 Barkly St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,2300000,Nelson,S,2016-04-23,2016,4,3,1.0,False,2.0,False,3.5,475,0,145.0,True
181 Rae St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,937500,Jellis,S,2016-04-23,2016,4,2,1.0,False,0.0,False,3.5,100,0,72.0,False
86 Clauscen St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1710000,Collins,S,2016-09-24,2016,9,3,2.0,False,0.0,False,3.5,357,0,172.0,True
264 Barkly St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1600000,Collins,S,2017-02-25,2017,2,3,1.0,False,0.0,False,3.5,370,0,120.0,True
191 Scotchmer St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1300000,Nelson,VB,2016-07-26,2016,7,3,1.0,False,1.0,False,3.5,203,0,110.0,False
49 Best St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,2300000,Nelson,S,2016-11-27,2016,11,4,2.0,False,1.0,False,3.5,197,0,165.0,True
123/4 Bik La,3068,Fitzroy North,Northern Metropolitan,Yarra,u,490000,Nelson,VB,2016-11-27,2016,11,2,1.0,False,1.0,False,3.5,0,1,68.0,True
717 Brunswick St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1300000,Collins,S,2016-11-27,2016,11,3,2.0,False,0.0,False,3.5,127,0,135.0,False
14 King St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1300000,hockingstuart,S,2016-11-27,2016,11,3,1.0,False,0.0,False,3.5,309,0,116.0,True
8/86 Queens Pde,3068,Fitzroy North,Northern Metropolitan,Yarra,t,775000,Woodards,S,2016-05-28,2016,5,3,2.0,False,2.0,False,3.5,0,1,133.0,True
168 Scotchmer St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1581000,Jellis,S,2016-05-28,2016,5,3,1.0,False,0.0,False,3.5,193,0,132.0,False
12/262 Barkly St,3068,Fitzroy North,Northern Metropolitan,Yarra,u,602000,Nelson,S,2016-08-28,2016,8,2,1.0,False,1.0,False,3.5,0,1,48.0,False
5/118 Miller St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,650000,Nelson,PI,2016-08-28,2016,8,2,1.0,False,1.0,False,3.5,0,1,75.0,False
421 Rae St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1283000,Nelson,S,2016-08-28,2016,8,2,1.0,False,2.0,False,3.5,204,0,96.0,True
55 Seacombe St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1450000,Nelson,S,2016-08-28,2016,8,3,2.0,False,1.0,False,3.5,118,0,103.0,False
29 Tait St,3068,Fitzroy North,Northern Metropolitan,Yarra,h,1325000,Collins,S,2016-08-28,2016,8,2,1.0,False,0.0,False,3.5,160,0,91.0,True
96 Bryant St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,865500,Nelson,S,2016-09-03,2016,9,2,1.0,False,1.0,False,4.4,168,0,93.0,True
3/39 Dover St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,365000,Rendina,PI,2016-12-03,2016,12,2,1.0,False,1.0,False,4.4,0,1,60.0,False
15/17 Ascot Vale Rd,3031,Flemington,Northern Metropolitan,Moonee Valley,u,380000,Biggin,SP,2017-03-04,2017,3,1,1.0,False,1.0,False,4.4,0,1,53.0,True
8/39 Dover St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,425000,Hodges,SP,2017-03-04,2017,3,2,1.0,False,1.0,False,4.4,0,1,63.0,False
1/142 Shields St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,280000,Nelson,VB,2017-03-04,2017,3,1,1.0,False,1.0,False,4.4,0,1,56.0,True
10 Crown St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,870000,Brad,S,2016-10-08,2016,10,3,2.0,False,0.0,False,4.4,167,0,137.0,True
1/15 Dartford St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,391000,Nelson,S,2016-10-08,2016,10,2,1.0,False,1.0,False,4.4,0,1,59.0,False
1/116 Edinburgh St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,715000,Nelson,SP,2016-10-08,2016,10,2,1.0,False,1.0,False,4.4,0,1,81.0,True
11 Finsbury St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1130000,Nelson,S,2016-10-08,2016,10,3,1.0,False,0.0,False,4.4,294,0,140.0,False
43 Finsbury St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1110000,Nelson,PI,2016-10-08,2016,10,3,1.0,False,1.0,False,4.4,272,0,131.0,False
40 Coronet St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,950000,Nelson,SP,2016-09-10,2016,9,2,1.0,False,1.0,False,4.4,193,0,100.0,True
107 Shields St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,918000,Nelson,S,2016-09-10,2016,9,2,1.0,False,0.0,False,4.4,136,0,78.0,False
59 Victoria St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,730000,Nelson,SP,2016-09-10,2016,9,2,1.0,False,1.0,False,4.4,140,0,98.0,False
6/47 Railway Pl W,3031,Flemington,Northern Metropolitan,Moonee Valley,u,360000,Nelson,PI,2016-12-10,2016,12,2,1.0,False,1.0,False,4.4,0,1,71.0,True
21 Wisewould St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,855000,Nelson,SP,2016-12-10,2016,12,2,1.0,False,0.0,False,4.4,225,0,85.0,False
4 Illawarra Rd,3031,Flemington,Northern Metropolitan,Moonee Valley,h,860000,Nelson,S,2016-11-12,2016,11,2,1.0,False,0.0,False,4.4,202,0,92.0,True
61 Canterbury St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1012000,Australian,S,2016-08-13,2016,8,3,1.0,False,1.0,False,4.4,212,0,102.0,False
15 Clarence St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,885000,Nelson,S,2016-08-13,2016,8,3,1.0,False,0.0,False,4.4,162,0,114.0,True
90 Edinburgh St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1315000,Nelson,S,2016-08-13,2016,8,2,1.0,False,1.0,False,4.4,313,0,20.0,False
111 Wellington St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1700000,Nelson,SP,2016-05-14,2016,5,4,1.0,False,1.0,False,4.4,616,0,158.0,True
1/4 Chatham St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1205000,Rendina,S,2016-10-15,2016,10,3,2.0,False,2.0,False,4.4,0,1,137.0,True
3/39 Dover St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,395000,Rendina,PI,2016-10-15,2016,10,2,1.0,False,1.0,False,4.4,0,1,60.0,False
3/121 Wellington St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,476000,Alexkarbon,S,2016-10-15,2016,10,2,1.0,False,1.0,False,4.4,0,1,70.0,True
7/30 Bryant St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,250000,Nelson,VB,2016-04-16,2016,4,1,1.0,False,1.0,False,4.4,0,1,66.0,True
12/132 Princes St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,556000,Woodards,S,2016-07-16,2016,7,2,2.0,False,1.0,False,4.4,0,1,79.0,False
12 John St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,845000,Nelson,S,2017-03-18,2017,3,2,1.0,False,1.0,False,4.4,0,1,81.0,True
5/60 Farnham St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,345000,Nelson,SP,2016-06-18,2016,6,1,1.0,False,1.0,False,4.4,0,1,46.0,False
29 Finsbury St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1100000,Nelson,VB,2016-06-18,2016,6,3,2.0,False,0.0,False,4.4,179,0,150.0,False
114 Shields St,3031,Flemington,Northern Metropolitan,Melbourne,h,957000,Nelson,SP,2016-05-22,2016,5,2,1.0,False,0.0,False,4.4,165,0,90.0,True
20 Glance St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,991000,Rendina,S,2016-04-23,2016,4,3,1.0,False,4.0,False,4.4,402,0,132.0,True
65 Victoria St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,850000,Jellis,VB,2016-09-24,2016,9,3,2.0,False,0.0,False,4.4,162,0,138.0,True
8/300 Racecourse Rd,3031,Flemington,Northern Metropolitan,Moonee Valley,u,395000,Nelson,SP,2017-02-25,2017,2,1,1.0,False,1.0,False,4.4,0,1,50.0,False
5/69 Edinburgh St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,350000,Jellis,VB,2016-07-26,2016,7,2,1.0,False,1.0,False,4.4,0,1,68.0,True
4 Farnham St,3031,Flemington,Northern Metropolitan,Moonee Valley,h,1115000,Nelson,S,2016-11-27,2016,11,3,1.0,False,1.0,False,4.4,244,0,84.0,False
5/121 Wellington St,3031,Flemington,Northern Metropolitan,Moonee Valley,u,420500,Jellis,S,2016-05-28,2016,5,2,1.0,False,1.0,False,4.4,0,1,52.0,False
4/33 Ballarat Rd,3011,Footscray,Western Metropolitan,Maribyrnong,t,585000,Nelson,S,2016-09-03,2016,9,3,1.0,False,1.0,False,6.4,259,0,116.0,True
202/51 Gordon St,3011,Footscray,Western Metropolitan,Maribyrnong,u,85000,Burnham,PI,2016-09-03,2016,9,1,1.0,False,0.0,False,6.4,0,1,50.0,True
4 Adelaide St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1225000,Nelson,SP,2016-12-03,2016,12,4,2.0,False,1.0,False,6.4,319,0,130.0,False
11/44 Everard St,3011,Footscray,Western Metropolitan,Maribyrnong,u,431000,Jas,SP,2016-12-03,2016,12,2,1.0,False,1.0,False,6.4,0,1,70.0,True
9 Lynch St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1003000,Naison,S,2016-12-03,2016,12,3,1.0,False,1.0,False,6.4,292,0,98.0,False
25 Southampton St,3011,Footscray,Western Metropolitan,Maribyrnong,h,840000,Sweeney,S,2016-12-03,2016,12,3,1.0,False,0.0,False,6.4,164,0,93.0,False
37 Stirling St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1362000,Village,S,2016-12-03,2016,12,3,2.0,False,0.0,False,6.4,497,0,156.0,False
58 Wolverhampton St,3011,Footscray,Western Metropolitan,Maribyrnong,h,977000,Village,S,2016-12-03,2016,12,4,2.0,False,1.0,False,6.4,154,0,161.0,False
2/3 Eldridge St,3011,Footscray,Western Metropolitan,Maribyrnong,u,216000,Sweeney,S,2016-02-04,2016,2,1,1.0,False,1.0,False,6.4,0,1,50.0,False
8 Buckingham St,3011,Footscray,Western Metropolitan,Maribyrnong,h,876000,Jas,S,2017-03-04,2017,3,3,2.0,False,2.0,False,6.4,204,0,106.0,False
1/3 Eldridge St,3011,Footscray,Western Metropolitan,Maribyrnong,u,227000,Sweeney,S,2017-03-04,2017,3,1,1.0,False,1.0,False,6.4,0,1,52.0,False
1/15 Geelong Rd,3011,Footscray,Western Metropolitan,Maribyrnong,t,841000,Jellis,S,2017-03-04,2017,3,4,2.0,False,2.0,False,6.4,250,0,160.0,False
9/55 Moreland St,3011,Footscray,Western Metropolitan,Maribyrnong,u,605000,Jas,SP,2017-03-04,2017,3,2,1.0,False,3.0,False,6.4,0,1,87.0,False
1/30 Pickett St,3011,Footscray,Western Metropolitan,Maribyrnong,u,305000,Burnham,PI,2017-03-04,2017,3,2,1.0,False,1.0,False,6.4,0,1,35.0,False
5/28 Eleanor St,3011,Footscray,Western Metropolitan,Maribyrnong,t,480000,Jas,PI,2016-08-06,2016,8,2,1.0,False,1.0,False,6.4,556,0,75.0,False
1/38 Lynch St,3011,Footscray,Western Metropolitan,Maribyrnong,u,357000,Village,S,2016-08-06,2016,8,1,1.0,False,0.0,False,6.4,0,1,51.0,True
8 McCubbin St,3011,Footscray,Western Metropolitan,Maribyrnong,h,910000,Village,S,2016-08-06,2016,8,3,1.0,False,1.0,False,6.4,361,0,118.0,False
6/114 Commercial Rd,3011,Footscray,Western Metropolitan,Maribyrnong,u,291000,Sweeney,PI,2016-05-07,2016,5,1,1.0,False,1.0,False,6.4,0,1,46.0,False
3/8 Eleanor St,3011,Footscray,Western Metropolitan,Maribyrnong,h,375000,Sweeney,S,2016-05-07,2016,5,2,1.0,False,1.0,False,6.4,0,1,81.0,True
8 Jerrold St,3011,Footscray,Western Metropolitan,Maribyrnong,h,752000,Jas,SP,2016-05-07,2016,5,2,1.0,False,0.0,False,6.4,215,0,98.0,False
32 Commercial Rd,3011,Footscray,Western Metropolitan,Maribyrnong,h,1155000,Burnham,S,2016-11-07,2016,11,3,1.0,False,3.0,False,6.4,585,0,120.0,False
11 Commercial Rd,3011,Footscray,Western Metropolitan,Maribyrnong,h,930000,Sweeney,PI,2016-10-08,2016,10,3,1.0,False,3.0,False,6.4,413,0,129.0,True
105/64 Cross St,3011,Footscray,Western Metropolitan,Maribyrnong,u,490000,Sweeney,S,2016-10-08,2016,10,2,1.0,False,1.0,False,6.4,0,1,70.0,True
1/13 Essex St,3011,Footscray,Western Metropolitan,Maribyrnong,h,853000,Village,S,2016-10-08,2016,10,3,1.0,False,1.0,False,6.4,0,1,141.0,False
13 Lynch St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1290000,Sweeney/Advantage,S,2016-10-08,2016,10,3,1.0,False,2.0,False,6.4,411,0,128.0,True
6/11 Nicholson St,3011,Footscray,Western Metropolitan,Maribyrnong,u,480000,Nelson,S,2016-10-08,2016,10,3,1.0,False,1.0,False,6.4,0,1,90.0,False
3 Park St,3011,Footscray,Western Metropolitan,Maribyrnong,h,775000,Sweeney,S,2016-10-08,2016,10,2,1.0,False,2.0,False,6.4,277,0,87.0,False
39 Dudley St,3011,Footscray,Western Metropolitan,Maribyrnong,h,900000,Village,SP,2016-12-10,2016,12,2,1.0,False,0.0,False,6.4,210,0,103.0,True
8/19 Empire St,3011,Footscray,Western Metropolitan,Maribyrnong,u,281000,Sweeney,S,2016-12-10,2016,12,2,1.0,False,1.0,False,6.4,0,1,65.0,False
1 Stanlake St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1300000,hockingstuart,S,2016-12-10,2016,12,4,2.0,False,3.0,False,6.4,0,1,190.0,False
2/10 Swan St,3011,Footscray,Western Metropolitan,Maribyrnong,t,714000,Jas,S,2016-12-10,2016,12,3,2.0,False,2.0,False,6.4,164,0,3.0,False
84 Victoria St,3011,Footscray,Western Metropolitan,Maribyrnong,h,775000,Jas,SP,2016-12-10,2016,12,3,2.0,False,1.0,False,6.4,197,0,125.0,True
211A Ballarat Rd,3011,Footscray,Western Metropolitan,Maribyrnong,h,950000,Burnham,PI,2017-02-11,2017,2,2,1.0,False,2.0,False,6.4,657,0,92.0,False
13/2 Saltriver Pl,3011,Footscray,Western Metropolitan,Maribyrnong,u,674000,Jellis,S,2017-02-11,2017,2,3,2.0,False,1.0,False,6.4,0,1,128.0,True
120 MacPherson St,3011,Footscray,Western Metropolitan,Maribyrnong,h,760000,Biggin,S,2016-06-12,2016,6,3,1.0,False,1.0,False,6.4,265,0,115.0,False
3/53 Whitehall St,3011,Footscray,Western Metropolitan,Maribyrnong,u,420000,Village,VB,2016-06-12,2016,6,2,1.0,False,1.0,False,6.4,0,1,75.0,False
2/58 Everard St,3011,Footscray,Western Metropolitan,Maribyrnong,t,560000,Sweeney,S,2016-11-12,2016,11,2,1.0,False,1.0,False,6.4,111,0,104.0,True
2/15 Geelong Rd,3011,Footscray,Western Metropolitan,Maribyrnong,h,575000,Burnham,S,2016-11-12,2016,11,2,1.0,False,1.0,False,6.4,162,0,90.0,True
6 John St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1100000,Biggin,SP,2016-08-13,2016,8,3,1.0,False,2.0,False,6.4,633,0,125.0,True
36 Windsor St,3011,Footscray,Western Metropolitan,Maribyrnong,h,932000,Jas,S,2016-08-13,2016,8,2,1.0,False,1.0,False,6.4,451,0,130.0,False
95 Gordon St,3011,Footscray,Western Metropolitan,Maribyrnong,h,780000,Jas,S,2016-05-14,2016,5,3,1.0,False,2.0,False,6.4,323,0,129.0,False
4/5 Empire St,3011,Footscray,Western Metropolitan,Maribyrnong,u,295000,Gunn&Co,SP,2016-10-15,2016,10,2,1.0,False,1.0,False,6.4,0,1,69.0,False
3/23 Pickett St,3011,Footscray,Western Metropolitan,Maribyrnong,u,433000,Jas,SP,2016-10-15,2016,10,2,1.0,False,1.0,False,6.4,0,1,66.0,False
9/6 Rosamond Rd,3011,Footscray,Western Metropolitan,Maribyrnong,t,410000,Rendina,SP,2016-10-15,2016,10,2,2.0,False,1.0,False,6.4,65,0,80.0,False
53 Ryan St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1170000,Sweeney,S,2016-10-15,2016,10,2,1.0,False,1.0,False,6.4,184,0,103.0,False
105/72 Cross St,3011,Footscray,Western Metropolitan,Maribyrnong,u,375000,Biggin,S,2016-04-16,2016,4,1,1.0,False,1.0,False,6.4,0,1,50.0,False
6/63 Everard St,3011,Footscray,Western Metropolitan,Maribyrnong,u,615000,Sweeney,S,2016-04-16,2016,4,2,1.0,False,3.0,False,6.4,0,1,54.0,True
2 Buckingham St,3011,Footscray,Western Metropolitan,Maribyrnong,h,747000,Jas,S,2016-07-16,2016,7,3,1.0,False,1.0,False,6.4,246,0,120.0,False
4/97 Cowper St,3011,Footscray,Western Metropolitan,Maribyrnong,u,275000,Sweeney,PI,2016-07-16,2016,7,1,1.0,False,1.0,False,6.4,0,1,45.0,True
45 Droop St,3011,Footscray,Western Metropolitan,Maribyrnong,h,1045000,Sweeney,S,2016-07-16,2016,7,3,2.0,False,2.0,False,6.4,384,0,151.0,True
88 Eleanor St,3011,Footscray,Western Metropolitan,Maribyrnong,h,775000,Sweeney,SP,2016-07-16,2016,7,3,1.0,False,1.0,False,6.4,242,0,99.0,False
13/41 Moreland St,3011,Footscray,Western Metropolitan,Maribyrnong,u,571000,hockingstuart,S,2016-07-16,2016,7,2,2.0,False,1.0,False,6.4,0,1,78.0,False
2/36 Empire St,3011,Footscray,Western Metropolitan,Maribyrnong,u,310000,Sweeney,PI,2016-09-17,2016,9,2,1.0,False,1.0,False,6.4,0,1,71.0,True
8/33 Gordon St,3011,Footscray,Western Metropolitan,Maribyrnong,u,305000,Burnham,S,2016-09-17,2016,9,1,1.0,False,1.0,False,6.4,0,1,70.0,False
31 Southampton St,3011,Footscray,Western Metropolitan,Maribyrnong,h,860500,Burnham,S,2016-09-17,2016,9,3,2.0,False,2.0,False,6.4,322,0,228.0,False
2 French St,3011,Footscray,Western Metropolitan,Maribyrnong,t,820000,Sweeney,SP,2017-03-18,2017,3,3,2.0,False,1.0,False,6.4,122,0,129.0,True
12/3 Gordon St,3011,Footscray,Western Metropolitan,Maribyrnong,u,210000,Trimson,VB,2017-03-18,2017,3,1,1.0,False,1.0,False,6.4,0,1,53.0,True
88 Victoria St,3011,Footscray,Western Metropolitan,Maribyrnong,h,875000,Village,S,2017-03-18,2017,3,3,1.0,False,0.0,False,6.4,262,0,92.0,False
405/250 Barkly St,3011,Footscray,Western Metropolitan,Maribyrnong,u,370000,Sweeney,SP,2016-06-18,2016,6,2,1.0,False,1.0,False,6.4,0,1,75.0,False
167 Gordon St,3011,Footscray,Western Metropolitan,Maribyrnong,h,711000,Jas,SP,2016-06-18,2016,6,2,1.0,False,2.0,False,6.4,253,0,90.0,False
4/2 Saltriver Pl,3011,Footscray,Western Metropolitan,Maribyrnong,u,665000,Greg,S,2016-06-18,2016,6,3,2.0,False,1.0,False,6.4,0,1,124.0,True
224 Ballarat Rd,3011,Footscray,Western Metropolitan,Maribyrnong,h,690500,Rendina,SP,2016-11-19,2016,11,2,1.0,False,1.0,False,6.4,212,0,98.0,False
7 Essex St,3011,Footscray,Western Metropolitan,Maribyrnong,h,747000,Sweeney,S,2016-11-19,2016,11,2,1.0,False,1.0,False,6.4,320,0,94.0,False
51 Lynch St,3011,Footscray,Western Metropolitan,Maribyrnong,h,858000,Jas,SP,2016-05-22,2016,5,2,1.0,False,1.0,False,6.4,313,0,93.0,False
216a Ballarat Rd,3011,Footscray,Western Metropolitan,Maribyrnong,t,699000,Raine,VB,2016-08-22,2016,8,4,2.0,False,2.0,False,6.4,0,1,126.0,False
35 Leander St,3011,Footscray,Western Metropolitan,Maribyrnong,h,835000,Jas,SP,2016-08-22,2016,8,2,1.0,False,1.0,False,6.4,222,0,109.0,False
49 MacPherson St,3011,Footscray,Western Metropolitan,Maribyrnong,h,661000,Sweeney,S,2016-08-22,2016,8,2,1.0,False,1.0,False,6.4,132,0,83.0,False
69 MacPherson St,3011,Footscray,Western Metropolitan,Maribyrnong,h,757500,Sweeney,S,2016-08-22,2016,8,2,1.0,False,0.0,False,6.4,258,0,108.0,False
4/11 Nicholson St,3011,Footscray,Western Metropolitan,Maribyrnong,u,282000,Sweeney,PI,2016-09-24,2016,9,1,1.0,False,1.0,False,6.4,0,1,42.0,False
2/25 Stanlake St,3011,Footscray,Western Metropolitan,Maribyrnong,t,699000,Jas,S,2016-09-24,2016,9,3,1.0,False,1.0,False,6.4,125,0,113.0,False
24 Dudley St,3011,Footscray,Western Metropolitan,Maribyrnong,h,850000,Village,SP,2017-02-25,2017,2,3,1.0,False,0.0,False,6.4,190,0,99.0,False
12/14 Eldridge St,3011,Footscray,Western Metropolitan,Maribyrnong,u,315000,C21,PI,2017-02-25,2017,2,2,1.0,False,1.0,False,6.4,0,1,74.0,False
